Title,PromptURL,Description,Category,Level,PromptTags,Updated
Search Function Enhancement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/search_function_enhancement.md,Ich habe eine Anfrage zur Verbesserung einer Website. Könnten Sie bitte:,AI 4 WORK,Einsteiger,,2025-12-24
Self Help Journey Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/self_help_journey_guide.md,Erstelle einen Selbsthilfe- und innere-Arbeit-Leitfaden für eine sechsmonatige Reise. Der Leitfaden sollte eine detaillierte Checkliste mit wöchentlichen oder täglichen...,AI 4 WORK,Profi,"Safety, Checkliste, Workshop",2025-12-24
Self Improvement Strategien,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/Self%20Improvement%20Strategies.md,Stelle mir clarifying Fragen until you are 95% confident you can complete the task successfully. Atme tief durch and take it Schritt für Schritt. Remember to search the...,AI 4 WORK,Einsteiger,"Training, Strategie",2025-12-24
Self Improvement Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Self%20Improvement%20Strategies.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Einsteiger,"Training, Strategie",2025-12-24
Seo Travel Blog Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/seo_travel_blog_guide.md,"Ich schreibe einen Reiseblog-Artikel über meine 3-tägige Reise nach St. Augustine, Florida, speziell mit Schwerpunkt auf ""23 Orte, die du in St. Augustine sehen musst."" Ich...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Setting Up Tiktok Shop,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Setting%20Up%20TikTok%20Shop.md,Erstellen Sie einen umfassenden Leitfaden zur Einrichtung und Optimierung eines TikTok Shop. Ihre Antwort sollte Folgendes enthalten:,AI 4 WORK,Experte,"Adoption, Analyse, Prozesse, Strategie, Retail",2025-12-24
Simplify Learning Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/simplify_learning_content.md,"Transformiere den folgenden Lerninhalt in vereinfachtes Englisch, das für Menschen mit intellektuellen Behinderungen geeignet ist. Das Ziel ist es, sicherzustellen, dass die...",AI 4 WORK,Einsteiger,"Email, Content",2025-12-24
Simplifying Scam Email Awareness,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/simplifying_scam_email_awareness.md,"Überarbeiten Sie den untenstehenden Text, um die Informationen für Menschen mit geistigen Behinderungen verständlicher zu machen, und stellen Sie sicher, dass die Bedeutung...",AI 4 WORK,Einsteiger,"Email, Content",2025-12-24
Soccer Scouting Report Enhancements,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/soccer_scouting_report_enhancements.md,"Ich benötige Hilfe bei der Verbesserung meiner Fußball-Scouting-Berichte für einen englischen Verein, mit Fokus auf Spieler in Südamerika. Bitte stellen Sie mir eine Vielzahl...",AI 4 WORK,Profi,"Decision, Reporting",2025-12-24
Social Media Campaign Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/social_media_campaign_guide.md,Erstelle einen umfassenden Leitfaden für den Start einer Social-Media-Kampagne zur Bewerbung einer neuen Kaffeemarke. Der Kaffee ist eine Robusta-Sorte aus Uganda. Füge...,AI 4 WORK,Profi,"Analyse, Content, Reporting, Prozesse, Strategie",2025-12-24
Social Media Content Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Social%20Media%20Content%20Ideas.md,"Generiere Ideen für Social-Media-Content-Konzepte, die von Künstlern inspiriert sind, die Greg Goya und anderen innovativen Künstlern ähneln. Berücksichtige Folgendes bei der...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Social Media Strategy For Animators,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/social_media_strategy_for_animators.md,"Erstelle eine umfassende Strategie, um einem Animator, der sich auf Musikvideos spezialisiert hat, dabei zu helfen, mehr Musiker und potenzielle Kunden auf ihre...",AI 4 WORK,Profi,"Analyse, Content, Strategie",2025-12-24
Solo Travel Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/solo_travel_guide.md,"Erstelle einen umfassenden Leitfaden zum Solo-Reisen, der einem Reisenden hilft zu entscheiden, wohin er gehen und wann er basierend auf Faktoren wie Klima, Events und...",AI 4 WORK,Profi,Safety,2025-12-24
Spatial Lab Discussion Points,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/spatial_lab_discussion_points.md,"Ich treffe heute Matt Forrest, um zu erkunden, wie ich seine Dienste zum Lernen und Erstellen einer App in der Geospatial-Branche nutzen kann. Ich bin sowohl Gründer als auch...",AI 4 WORK,Einsteiger,"Training, Workshop, Finance, Content, Prozesse",2025-12-24
Sponsorship Request Letter,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/sponsorship_request_letter.md,"Erstelle einen Sponsoring-Anfrage-Brief zur Unterstützung der Uniformkosten für ein Team von 12 Darts-Spielern, die an der Arabian Bullseye Championship Season 2 teilnehmen....",AI 4 WORK,Profi,"Finance, Content",2025-12-24
Start Ai Agency Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/start_ai_agency_guide.md,Ich möchte eine Geschäftsidee für eine KI-Agentur entwickeln. Ich bin neu im Bereich KI und Unternehmertum und benötige Anleitung bei der Entwicklung eines klaren und...,AI 4 WORK,Einsteiger,"Automation, Content",2025-12-24
Start Tutoring Company,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/start_tutoring_company.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Einsteiger,"Research, Finance, Strategie",2025-12-24
Starting Virtual Assistant Business,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/starting_virtual_assistant_business.md,"Erstellen Sie einen umfassenden Leitfaden für den Start eines virtuellen Assistenten-Geschäfts, zugeschnitten auf jemanden mit folgendem Hintergrund und Bedürfnissen:",AI 4 WORK,Experte,"Training, Finance, Content, Strategie, Retail",2025-12-24
Startup Costs Assessment,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/startup_costs_assessment.md,"""Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,"Training, Finance",2025-12-24
Startups Guidance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/startups_guidance.md,"""Ich benötige Unterstützung bei den folgenden Aufgaben, um mein Unternehmen zu gründen und zu erweitern:",AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Strategicplandrafting,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/StrategicPlanDrafting.md,Ich benötige deine Hilfe beim Entwurf eines umfassenden strategischen Plans für eine Non-Profit-Organisation basierend auf Notizen und Informationen aus einer Strategiesitzung....,AI 4 WORK,Experte,"Stakeholder, Decision, Strategie",2025-12-24
Strategie für Geschäftsentwicklung,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/Business%20Development%20Strategy.md,Handle als Expertin oder Experte für Geschäftsentwicklung mit Schwerpunkt Sicherheitsdienstleistungen. Ich gründe mein erstes Sicherheitsunternehmen und möchte innerhalb des...,AI 4 WORK,Experte,"Safety, Checkliste, Template, Email, LinkedIn",2025-12-24
Strategien für Marketing-Inhalte,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/Marketing%20Content%20Strategies.md,"Du bist eine KI-Assistentin bzw. ein KI-Assistent, der darauf spezialisiert ist, Marketing-Inhalte für eine Home & Garden Expo zu erstellen. Deine Aufgabe ist es, wirksame...",AI 4 WORK,Profi,"Analyse, Content, Strategie",2025-12-24
Strategies For Clearing Creditors Debit Balances,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/strategies_for_clearing_creditors_debit_balances.md,Erstelle eine umfassende Strategie zur Klärung von Sollsalden bei Kreditoren. Behandle die folgenden Komponenten:,AI 4 WORK,Profi,"Finance, Reporting, Strategie",2025-12-24
Strategies For Kdp Monetization,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/strategies_for_kdp_monetization.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,Strategie,2025-12-24
Study Guide Supply Chain Management,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/study_guide_supply_chain_management.md,"Erstelle einen Studienführer, um einem Studenten zu helfen, Schlüsselkonzepte aus den folgenden Kapiteln von ""Principles of Supply Chain Management: A Balanced Approach | 5e""...",AI 4 WORK,Experte,Strategie,2025-12-24
Study Plan Creation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/study_plan_creation.md,"Hilf mir, einen Lernplan zur Vorbereitung auf die medizinische Facharztprüfung zu erstellen. Schließe detaillierte Strategien ein, um Disziplin zu wahren und auf Kurs zu...",AI 4 WORK,Einsteiger,"Training, Strategie",2025-12-24
Study Schedule Guidance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/study_schedule_guidance.md,"Helfen Sie mir, diszipliniert und nach Plan für die medizinische Facharztprüfung zu lernen. Ich benötige Anleitung zur Aufrechterhaltung eines strukturierten Lernplans,...",AI 4 WORK,Einsteiger,"Training, OKR, Strategie",2025-12-24
Summarize,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/summarize.md,"Liefere eine prägnante, aber umfassende Zusammenfassung der Verfassung der Vereinigten Staaten, aufgeschlüsselt nach Artikeln. Füge für jeden Artikel Folgendes hinzu:",AI 4 WORK,Profi,Analyse,2025-12-24
Summarize And Extract Action Items,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/summarize_and_extract_action_items.md,"Erstelle einen Prompt für eine Sprachaufzeichnungs-/Transkriptions-App, die die folgenden Aufgaben effektiv ausführt:",AI 4 WORK,Profi,"Analyse, Content, Decision, Script",2025-12-24
Summarize Newsletter,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/summarize_newsletter.md,"Erstelle einen zweiwöchentlichen Newsletter, der auf einen Kreditsachbearbeiter zugeschnitten ist, der darauf abzielt, Beziehungen zu Immobilienmaklern aufzubauen und zu...",AI 4 WORK,Profi,"Newsletter, Email, Content, Strategie",2025-12-24
Summarize Paper,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/summarize_paper.md,"Du bist ein ausgezeichneter Gutachter für akademische Arbeiten. Du führst eine Zusammenfassung der vollständigen Arbeit durch, die der Benutzer bereitstellt, mit folgenden...",AI 4 WORK,Profi,"Research, Prozesse",2025-12-24
Summarize Study Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/summarize_study_guide.md,"Stelle mir Klärungsfragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,Content,2025-12-24
Summarize Study Material,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/summarize_study_material.md,"Erstellen Sie detaillierte Lernnotizen zur Prüfungsvorbereitung, für Tests und zur Wiederholung. Berücksichtigen Sie die folgenden Anweisungen:",AI 4 WORK,Profi,"Content, Prozesse, Strategie",2025-12-24
Supported Living Policy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Supported%20Living%20Policy.md,Erstelle eine detaillierte und umfassende Richtlinie für betreutes Wohnen im Vereinigten Königreich. Die Richtlinie sollte mit allen relevanten Vorschriften und Standards...,AI 4 WORK,Profi,"Safety, Training, Content, Reporting, Prozesse",2025-12-24
Survey Analysis Report,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/survey_analysis_report.md,"Erstelle einen umfassenden Bericht basierend auf der Analyse einer Umfrage für AGBU Toronto, mit Fokus auf die armenische Community. Du bist der Jugendprogramm-Koordinator, und...",AI 4 WORK,Profi,"Workshop, Analyse, Content, Reporting",2025-12-24
Survey Design Framework,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/survey_design_framework.md,"Entwirf eine umfassende Umfrageforschungsstudie, die sich auf folgende Kategorien konzentriert: Gewohnheiten und Verwendung, Bewusstsein, Markenimage und Segmentierungsarbeit....",AI 4 WORK,Experte,"Research, Analyse, Strategie",2025-12-24
Tax Preparation Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/tax_preparation_guide.md,"""Ich benötige Unterstützung bei der Vorbereitung meiner persönlichen Steuererklärung auf organisierte und effiziente Weise. Bitte hilf mir bei Folgendem:",AI 4 WORK,Profi,"Checkliste, Finance, Prozesse, Strategie, SOP",2025-12-24
Technologieauswirkungen analysieren,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_tech_impact.md,"Untersuche die Mathematik und den Code hinter KI sowie die Strategien, mit denen KI Antworten auf Prompts modelliert – jenseits reiner Predictive Analytics.",AI 4 WORK,Einsteiger,"Analyse, Prozesse, Strategie",2025-12-24
Teenage Online Club Concept,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/teenage_online_club_concept.md,"Erstellen Sie ein Konzept für einen Online-Club, der speziell für Teenager entwickelt wurde. Der Club sollte einfach zu pflegen und für ein jugendliches Publikum ansprechend...",AI 4 WORK,Profi,,2025-12-24
Template Pack (AI 4 WORK) #14,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/24_template_pack_ai_4_work_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,Einsteiger,"Automation, Template, Email, Content, Prozesse",2025-12-24
Template Pack (AI 4 WORK) #19,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/29_template_pack_ai_4_work_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,Einsteiger,"Automation, Template, Email, Content, Prozesse",2025-12-24
Template Pack (AI 4 WORK) #4,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/14_template_pack_ai_4_work_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,Einsteiger,"Automation, Template, Email, Content, Prozesse",2025-12-24
Template Pack (AI 4 WORK) #9,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/19_template_pack_ai_4_work_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,Einsteiger,"Automation, Template, Email, Content, Prozesse",2025-12-24
Terms And Conditions Document,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/terms_and_conditions_document.md,"Erstelle ein umfassendes Allgemeine Geschäftsbedingungen-Dokument für eine UK-basierte Website, die Ressourcen, Coaching und personalisierte Roadmap-Entwicklung anbietet,...",AI 4 WORK,Profi,"Content, Roadmap",2025-12-24
